Date,Product_ID,Product_Name,Store_ID,Category,Units_Sold,Selling_Price,Discount,Promotion,Holiday_Indicator,Temperature,Day_of_Week,Month,Year,Previous_Sales,Sales
2024-12-05,1030,Product_46,14,Grocery,125,306.55,40.0,No,No,27.2,3,12,2024,62,22991.25
2024-09-12,1052,Product_5,6,Grocery,172,220.27,12.1,No,No,-4.1,3,9,2024,110,33302.18
2025-03-06,1090,Product_46,2,Toys,314,164.44,1.1,No,Yes,32.2,3,3,2025,399,51066.18
2022-01-13,1038,Product_44,10,Clothing,64,298.04,20.5,No,No,17.2,3,1,2022,70,15164.28
2025-07-22,1004,Product_50,2,Clothing,34,17.64,3.3,No,No,37.2,1,7,2025,15,579.97
2025-01-14,1031,Product_29,3,Home,152,8.69,11.0,No,No,12.0,1,1,2025,136,1175.58
2025-01-14,1093,Product_53,3,Grocery,367,426.56,39.7,No,No,6.8,1,1,2025,248,94398.15
2023-08-14,1076,Product_11,13,Home,105,27.98,28.2,No,No,39.8,0,8,2023,72,2109.41
2025-04-16,1083,Product_26,14,Electronics,100,264.77,2.0,No,No,18.9,2,4,2025,85,25947.46
2023-07-27,1091,Product_8,8,Electronics,204,309.42,17.9,Yes,No,33.8,3,7,2023,176,51822.9
2022-03-15,1011,Product_46,9,Toys,206,103.09,6.9,No,No,36.0,1,3,2022,303,19771.22
2025-09-23,1028,Product_43,10,Home,230,448.39,4.9,No,No,18.3,1,9,2025,276,98076.34
2022-12-18,1005,Product_48,9,Electronics,434,99.1,23.5,No,No,15.5,6,12,2022,401,32902.19
2022-06-02,1000,Product_46,8,Clothing,493,442.83,20.2,Yes,No,19.9,3,6,2022,490,174215.52
2024-07-21,1083,Product_19,14,Electronics,75,382.68,29.7,No,Yes,33.1,6,7,2024,26,20176.8
2022-12-17,1093,Product_5,11,Home,434,124.17,35.7,Yes,No,38.4,5,12,2022,347,34651.13
2025-07-11,1015,Product_55,2,Home,102,79.62,9.9,No,No,9.8,4,7,2025,90,7317.24
2023-10-28,1072,Product_30,6,Grocery,291,161.54,36.9,No,No,28.2,5,10,2023,186,29662.14
2022-01-07,1053,Product_6,14,Grocery,195,201.99,20.7,No,No,7.8,4,1,2022,177,31234.72
2025-11-28,1006,Product_55,6,Grocery,419,126.66,10.4,No,No,22.5,4,11,2025,353,47551.2
2024-02-11,1091,Product_59,3,Grocery,166,499.45,33.8,Yes,No,31.2,6,2,2024,135,54885.56
2023-01-30,1087,Product_27,13,Grocery,456,118.68,1.4,No,No,34.9,0,1,2023,448,53360.43
2024-10-12,1056,Product_46,9,Grocery,240,416.16,22.4,No,No,15.2,5,10,2024,197,77505.64
2024-03-06,1070,Product_3,8,Clothing,361,83.76,28.9,No,No,11.6,2,3,2024,409,21498.76
2022-02-14,1039,Product_6,6,Toys,402,490.22,11.2,No,Yes,6.4,0,2,2022,476,174996.77
2025-02-13,1079,Product_17,2,Home,284,116.63,34.5,No,No,1.0,3,2,2025,260,21695.51
2023-08-26,1044,Product_39,6,Grocery,91,213.74,9.6,No,Yes,11.4,5,8,2023,59,17583.11
2024-11-15,1098,Product_8,7,Toys,278,281.49,33.6,No,No,34.2,4,11,2024,353,51960.8
2025-09-05,1006,Product_3,14,Grocery,324,64.54,3.1,No,Yes,13.8,4,9,2025,217,20262.72
2024-07-04,1017,Product_40,5,Toys,192,409.33,6.4,No,Yes,9.3,3,7,2024,175,73561.51
2024-10-04,1096,Product_46,3,Grocery,402,140.97,15.2,No,Yes,28.3,4,10,2024,233,48056.11
2023-01-17,1028,Product_44,6,Clothing,128,276.89,34.2,No,No,4.7,1,1,2023,156,23320.78
2022-12-23,1031,Product_48,14,Grocery,143,277.07,5.8,No,No,6.5,4,12,2022,147,37322.99
2023-09-15,1079,Product_48,7,Home,523,303.31,35.0,No,No,37.1,4,9,2023,494,103110.23
2025-07-03,1018,Product_36,6,Grocery,183,32.47,9.2,No,No,-1.3,3,7,2025,146,5395.35
2024-02-26,1051,Product_31,10,Toys,149,88.47,18.1,No,No,13.7,0,2,2024,234,10796.08
2023-06-07,1028,Product_51,10,Electronics,647,84.79,14.1,Yes,Yes,21.0,2,6,2023,360,47123.99
2025-03-15,1019,Product_21,5,Clothing,131,154.52,4.7,No,Yes,5.4,5,3,2025,118,19290.74
2025-07-04,1096,Product_6,14,Electronics,390,76.73,37.8,No,No,7.6,4,7,2025,312,18613.16
2025-09-15,1019,Product_45,9,Toys,301,461.35,17.5,No,No,5.0,0,9,2025,448,114564.74
2023-03-25,1009,Product_17,1,Clothing,457,258.91,27.6,Yes,No,10.5,5,3,2023,408,85665.03
2024-11-30,1067,Product_58,6,Home,108,313.67,23.0,Yes,No,35.4,5,11,2024,23,26084.8
2024-06-04,1086,Product_25,13,Toys,124,181.96,20.1,No,No,14.4,1,6,2024,208,18027.87
2023-11-05,1012,Product_51,6,Clothing,27,141.74,24.7,Yes,Yes,13.8,6,11,2023,10,2881.72
2023-08-19,1070,Product_3,8,Electronics,340,254.07,35.9,No,No,12.4,5,8,2023,307,55372.02
2022-06-21,1054,Product_39,9,Grocery,438,150.69,28.0,No,Yes,38.4,1,6,2022,169,47521.6
2023-02-17,1083,Product_27,10,Grocery,604,175.1,21.3,No,No,0.3,4,2,2023,447,83233.43
2024-04-04,1012,Product_28,13,Toys,128,229.11,25.8,Yes,No,34.2,3,4,2024,96,21759.95
2025-08-22,1097,Product_16,3,Toys,286,255.34,24.3,No,No,9.7,4,8,2025,427,55281.62
2025-07-23,1061,Product_58,8,Clothing,174,492.24,17.3,No,Yes,38.0,2,7,2025,177,70832.35
2022-10-09,1084,Product_24,8,Toys,318,115.54,25.0,No,No,9.2,6,10,2022,460,27556.29
2024-10-15,1036,Product_51,3,Grocery,214,246.55,17.7,Yes,Yes,-1.3,1,10,2024,107,43422.88
2022-05-08,1094,Product_26,10,Home,250,79.01,30.3,Yes,No,18.4,6,5,2022,141,13767.49
2024-10-09,1062,Product_3,2,Grocery,378,178.25,38.8,No,Yes,5.3,2,10,2024,182,41235.64
2023-05-28,1012,Product_52,7,Grocery,931,360.07,38.4,No,Yes,28.9,6,5,2023,492,206498.7
2023-11-06,1092,Product_11,5,Grocery,673,91.36,32.8,Yes,No,24.6,0,11,2023,369,41318.11
2024-12-12,1079,Product_16,3,Clothing,442,292.77,24.1,No,Yes,25.9,3,12,2024,410,98217.89
2023-09-30,1030,Product_51,12,Grocery,476,211.27,30.0,Yes,No,3.7,5,9,2023,280,70395.16
2025-04-26,1054,Product_53,4,Grocery,422,30.53,7.1,No,No,26.9,5,4,2025,399,11968.92
2024-03-11,1038,Product_55,4,Grocery,446,466.87,19.2,Yes,No,9.0,0,3,2024,317,168245.01
2026-02-07,1054,Product_26,12,Electronics,298,209.73,10.3,No,No,39.9,5,2,2026,337,56062.09
2024-08-15,1096,Product_45,13,Toys,223,393.04,0.1,No,No,27.9,3,8,2024,420,87560.27
2023-03-21,1089,Product_20,1,Grocery,866,211.08,38.7,Yes,No,21.6,1,3,2023,491,112053.51
2025-03-08,1021,Product_44,4,Electronics,315,468.99,34.6,No,No,34.0,5,3,2025,292,96616.63
2023-09-04,1097,Product_30,10,Clothing,347,148.78,20.5,Yes,Yes,21.5,0,9,2023,226,41043.19
2024-03-12,1043,Product_4,11,Toys,216,209.05,10.2,No,No,19.9,1,3,2024,330,40549.01
2022-07-25,1070,Product_25,14,Grocery,774,380.64,27.7,Yes,Yes,5.7,0,7,2022,373,213006.91
2022-06-29,1076,Product_28,8,Toys,425,175.12,17.4,Yes,No,25.5,2,6,2022,493,61475.88
2024-05-12,1048,Product_16,1,Home,354,185.36,32.1,No,No,11.9,6,5,2024,352,44554.24
2022-10-08,1045,Product_23,13,Home,586,497.44,40.0,Yes,No,-3.1,5,10,2022,477,174899.9
2026-02-05,1045,Product_30,3,Grocery,401,280.03,14.0,No,No,31.7,3,2,2026,368,96571.15
2025-07-07,1086,Product_3,2,Electronics,516,346.24,9.8,Yes,No,-2.7,0,7,2025,476,161151.18
2024-11-17,1038,Product_9,10,Grocery,467,323.51,10.7,No,No,25.3,6,11,2024,378,134913.7
2025-01-07,1027,Product_46,9,Toys,251,414.82,3.7,No,No,2.1,1,1,2025,443,100267.39
2024-06-11,1036,Product_21,1,Home,66,431.6,15.8,No,No,14.5,1,6,2024,103,23984.88
2022-04-01,1019,Product_36,3,Home,486,283.81,0.7,Yes,No,33.7,4,4,2022,496,136966.14
2023-08-12,1039,Product_34,9,Toys,140,150.81,4.6,Yes,No,-0.8,5,8,2023,181,20142.18
2024-01-14,1011,Product_33,4,Grocery,476,16.29,10.9,No,No,25.0,6,1,2024,400,6908.85
2025-10-04,1008,Product_25,10,Grocery,207,309.13,6.4,No,No,22.6,5,10,2025,202,59894.56
2022-11-26,1072,Product_29,6,Toys,190,413.61,29.3,No,No,34.0,5,11,2022,234,55560.23
2024-01-16,1007,Product_49,9,Clothing,330,228.02,4.2,Yes,No,2.8,1,1,2024,376,72086.24
2023-06-01,1056,Product_57,7,Grocery,554,86.53,34.6,Yes,No,31.0,3,6,2023,274,31351.2
2022-07-21,1077,Product_16,6,Grocery,379,147.6,8.8,No,No,15.3,3,7,2022,360,51017.64
2022-06-04,1072,Product_40,5,Toys,34,257.44,4.3,No,No,14.3,5,6,2022,48,8376.58
2023-07-03,1044,Product_58,10,Electronics,360,419.16,0.4,No,No,11.3,0,7,2023,418,150294.01
2022-05-04,1019,Product_1,8,Electronics,311,90.02,28.6,Yes,No,12.4,2,5,2022,210,19989.3
2022-04-11,1093,Product_47,9,Home,465,308.01,10.3,Yes,No,18.4,0,4,2022,396,128472.51
2023-06-11,1083,Product_30,9,Electronics,143,377.92,20.4,No,No,-0.2,6,6,2023,149,43017.88
2022-10-30,1061,Product_58,3,Electronics,253,468.34,4.5,No,No,14.1,6,10,2022,302,113157.97
2024-04-12,1008,Product_35,13,Toys,503,62.77,39.4,Yes,Yes,24.3,4,4,2024,298,19133.43
2022-01-27,1003,Product_50,8,Clothing,29,463.56,5.0,No,No,17.4,3,1,2022,78,12771.08
2023-03-29,1031,Product_10,11,Home,255,302.73,16.5,No,Yes,2.5,2,3,2023,242,64458.79
2023-11-11,1015,Product_9,13,Clothing,385,384.52,34.1,No,Yes,11.3,5,11,2023,321,97558.49
2025-12-15,1086,Product_55,13,Electronics,409,31.62,9.8,No,No,14.9,0,12,2025,419,11665.19
2024-08-09,1020,Product_32,10,Electronics,366,255.54,10.7,No,No,25.1,4,8,2024,444,83520.18
2025-08-14,1028,Product_33,12,Home,217,313.2,32.3,No,No,35.5,3,8,2025,198,46011.9
2023-05-30,1097,Product_11,7,Electronics,317,156.88,10.9,No,No,19.8,1,5,2023,325,44310.29
2023-11-06,1081,Product_14,11,Clothing,111,218.67,0.1,No,No,25.4,0,11,2023,95,24248.1
2023-09-23,1021,Product_49,5,Grocery,692,279.38,17.1,Yes,No,-1.5,5,9,2023,448,160271.37
2025-08-24,1038,Product_18,10,Grocery,446,278.51,0.5,No,No,38.0,6,8,2025,435,123594.38
2025-12-09,1051,Product_35,2,Toys,421,25.72,36.4,No,No,9.2,1,12,2025,499,6886.68
2025-12-14,1066,Product_19,13,Home,257,222.54,25.7,No,No,10.9,6,12,2025,248,42494.24
2025-02-01,1093,Product_16,4,Home,183,110.84,23.3,No,No,5.0,5,2,2025,186,15557.61
2024-01-25,1087,Product_10,10,Grocery,369,458.76,8.1,No,No,-1.2,3,1,2024,381,155570.56
2024-03-22,1097,Product_55,1,Grocery,430,488.41,28.0,No,No,30.6,4,3,2024,364,151211.74
2026-01-10,1004,Product_56,3,Home,128,153.33,27.1,No,No,5.8,5,1,2026,113,14307.53
2023-03-03,1023,Product_7,14,Electronics,249,91.72,2.4,No,No,7.7,4,3,2023,274,22290.16
2023-06-05,1056,Product_21,12,Grocery,394,113.65,35.2,No,No,3.2,0,6,2023,325,29016.21
2025-09-07,1004,Product_34,4,Home,220,241.49,23.2,No,No,38.9,6,9,2025,232,40802.15
2023-08-03,1035,Product_23,2,Home,233,437.88,31.7,Yes,No,30.1,3,8,2023,191,69683.79
2022-12-19,1015,Product_43,12,Electronics,194,252.52,10.5,No,Yes,36.8,0,12,2022,127,43845.05
2024-04-20,1093,Product_16,14,Home,219,32.42,4.9,No,No,33.8,5,4,2024,211,6752.08
2023-05-04,1006,Product_4,3,Clothing,184,24.74,28.1,Yes,No,35.8,3,5,2023,130,3273.0
2025-08-29,1014,Product_20,10,Grocery,210,117.56,31.8,No,No,16.6,4,8,2025,157,16836.94
2025-09-25,1019,Product_36,4,Home,50,422.17,15.4,No,No,2.7,3,9,2025,100,17857.79
2023-04-05,1014,Product_11,11,Toys,154,312.63,0.9,Yes,No,9.7,2,4,2023,194,47711.71
2024-03-05,1056,Product_49,6,Clothing,483,283.66,32.7,Yes,Yes,8.2,1,3,2024,319,92206.24
2026-01-15,1036,Product_1,2,Grocery,317,162.89,8.2,Yes,No,27.3,3,1,2026,195,47401.97
2025-01-18,1091,Product_4,5,Grocery,178,465.07,13.6,No,Yes,-3.8,5,1,2025,79,71524.05
2022-11-20,1026,Product_31,8,Clothing,322,168.93,25.1,No,No,1.4,6,11,2022,402,40742.2
2024-06-05,1053,Product_31,12,Electronics,196,418.3,4.0,No,No,25.7,2,6,2024,221,78707.33
2024-07-18,1066,Product_18,1,Clothing,282,448.47,2.9,Yes,No,0.6,3,7,2024,296,122800.95
2024-09-07,1062,Product_16,14,Electronics,308,244.25,1.0,Yes,No,-2.8,5,9,2024,266,74476.71
2022-02-07,1079,Product_5,10,Electronics,223,447.67,36.7,No,No,-0.1,0,2,2022,258,63192.65
2023-03-26,1020,Product_40,13,Clothing,215,142.02,12.5,Yes,No,26.1,6,3,2023,224,26717.51
2025-07-05,1050,Product_23,14,Home,329,330.92,26.4,No,No,1.3,5,7,2025,380,80130.29
2022-12-29,1080,Product_8,3,Toys,360,48.54,39.6,No,No,1.6,3,12,2022,428,10554.54
2023-03-26,1086,Product_24,2,Electronics,478,239.6,26.8,No,No,5.4,6,3,2023,452,83835.08
2023-04-29,1061,Product_56,11,Grocery,222,112.58,21.0,No,No,28.8,5,4,2023,227,19744.28
2022-09-24,1065,Product_16,3,Clothing,165,36.07,20.8,No,No,4.0,5,9,2022,177,4713.63
2022-08-22,1086,Product_53,3,Clothing,84,6.84,15.1,No,No,-3.4,0,8,2022,50,487.8
2023-06-05,1062,Product_16,7,Toys,172,165.75,24.0,No,No,35.8,0,6,2023,226,21666.84
2025-08-04,1094,Product_11,13,Home,900,296.82,38.4,Yes,Yes,34.4,0,8,2025,496,164557.01
2022-01-03,1012,Product_16,12,Clothing,163,230.34,31.5,Yes,No,3.3,0,1,2022,137,25718.61
2023-03-01,1034,Product_20,8,Electronics,389,154.38,17.0,No,No,6.9,2,3,2023,424,49844.67
2022-04-01,1011,Product_8,3,Electronics,335,495.64,13.3,No,No,3.5,4,4,2022,380,143956.16
2024-04-22,1009,Product_35,5,Electronics,355,470.06,35.3,No,No,27.4,0,4,2024,333,107965.73
2023-01-11,1047,Product_20,10,Home,320,67.2,5.4,Yes,No,6.3,2,1,2023,286,20342.78
2025-04-02,1022,Product_43,3,Grocery,677,210.48,34.0,Yes,No,36.9,2,4,2025,380,94046.67
2024-05-27,1040,Product_29,8,Grocery,110,326.18,10.2,No,Yes,32.2,0,5,2024,58,32220.06
2025-03-21,1043,Product_27,1,Home,102,368.08,28.6,No,No,21.5,4,3,2025,72,26806.53
2024-08-10,1062,Product_28,5,Toys,86,186.35,32.2,No,No,-4.6,5,8,2024,105,10865.7
2023-10-20,1094,Product_10,4,Clothing,282,374.41,19.1,No,No,34.8,4,10,2023,385,85417.15
2025-07-15,1084,Product_43,10,Toys,195,66.45,7.7,Yes,No,27.7,1,7,2025,221,11960.0
2023-12-16,1037,Product_7,13,Home,136,169.25,33.8,No,No,30.5,5,12,2023,111,15237.92
2025-11-25,1032,Product_43,3,Home,45,359.63,14.7,No,No,-1.8,1,11,2025,31,13804.4
2026-02-01,1077,Product_59,12,Toys,141,314.71,12.8,No,No,26.9,6,2,2026,249,38694.22
2024-06-02,1012,Product_46,10,Electronics,240,419.42,20.4,No,No,31.2,6,6,2024,205,80126.0
2024-10-08,1054,Product_27,14,Home,130,28.19,17.4,No,No,38.0,1,10,2024,97,3027.04
2023-01-19,1042,Product_19,13,Toys,41,91.32,27.3,Yes,No,21.1,3,1,2023,21,2721.98
2025-05-06,1018,Product_52,2,Toys,314,29.0,5.5,No,Yes,17.9,1,5,2025,379,8605.17
2024-10-04,1061,Product_16,11,Clothing,349,100.1,17.4,No,No,14.1,4,10,2024,391,28856.23
2025-09-15,1032,Product_29,9,Home,140,7.12,35.7,No,No,26.6,0,9,2025,130,640.94
2023-02-05,1018,Product_46,2,Toys,179,254.58,1.4,No,No,36.4,6,2,2023,251,44931.84
2025-03-27,1065,Product_55,4,Toys,88,266.52,18.3,No,No,22.0,3,3,2025,134,19161.72
2023-12-07,1017,Product_55,13,Toys,227,330.66,26.4,Yes,No,5.2,3,12,2023,210,55244.03
2022-10-05,1067,Product_6,8,Toys,85,195.53,35.5,No,Yes,-4.2,2,10,2022,63,10719.93
2022-09-14,1016,Product_53,5,Grocery,657,6.59,23.8,No,No,22.9,2,9,2022,473,3299.18
2024-04-23,1043,Product_7,5,Home,428,338.58,33.0,Yes,No,33.9,1,4,2024,363,97091.2
2023-04-25,1080,Product_35,12,Clothing,493,31.87,8.9,No,Yes,-2.0,1,4,2023,451,14313.55
2022-06-02,1022,Product_55,4,Toys,154,433.75,14.1,No,Yes,12.9,3,6,2022,154,57379.05
2023-10-03,1076,Product_39,3,Toys,367,16.21,37.7,No,No,37.3,1,10,2023,437,3706.27
2024-09-06,1072,Product_56,9,Toys,226,267.59,35.4,No,No,17.6,4,9,2024,263,39067.07
2023-04-24,1090,Product_21,14,Clothing,112,447.98,22.3,No,Yes,4.9,0,4,2023,107,38985.01
2025-12-04,1016,Product_19,3,Clothing,150,288.38,19.0,No,No,10.9,3,12,2025,172,35038.17
2025-03-15,1071,Product_20,4,Electronics,418,306.17,18.0,No,No,13.4,5,3,2025,407,104942.83
2024-02-09,1093,Product_21,7,Home,283,342.4,2.4,No,No,0.3,4,2,2024,389,94573.62
2025-11-02,1076,Product_41,3,Clothing,461,65.59,35.7,Yes,No,24.7,6,11,2025,362,19442.38
2023-10-12,1018,Product_27,10,Clothing,156,339.09,32.7,No,Yes,21.6,3,10,2023,120,35600.38
2022-07-29,1082,Product_44,4,Home,287,440.78,18.3,No,No,24.1,4,7,2022,327,103353.65
2022-02-23,1010,Product_25,2,Toys,284,487.24,11.2,No,No,22.5,2,2,2022,471,122878.03
2025-11-08,1058,Product_19,4,Electronics,32,224.31,13.7,No,No,-4.2,5,11,2025,33,6194.54
2025-12-10,1049,Product_12,14,Clothing,162,175.53,4.9,Yes,No,2.9,2,12,2025,167,27042.5
2025-01-13,1053,Product_33,14,Home,58,377.89,28.9,No,No,2.5,0,1,2025,49,15583.43
2022-06-04,1051,Product_54,8,Toys,62,273.72,22.3,Yes,No,-0.6,5,6,2022,60,13186.19
2023-03-17,1003,Product_51,6,Home,782,132.37,9.4,Yes,Yes,28.1,4,3,2023,498,93783.09
2022-03-03,1050,Product_15,12,Home,234,90.22,24.9,No,Yes,0.4,3,3,2022,127,15854.72
2022-03-18,1093,Product_29,3,Toys,130,89.26,39.2,Yes,No,25.1,4,3,2022,97,7055.11
2023-01-05,1043,Product_42,10,Toys,27,232.29,4.9,No,No,3.0,3,1,2023,46,5964.51
2024-05-08,1027,Product_37,10,Home,428,89.21,18.3,No,No,0.3,2,5,2024,490,31194.6
2022-04-09,1099,Product_4,10,Grocery,529,14.76,19.8,No,Yes,2.3,5,4,2022,239,6262.05
2026-01-16,1009,Product_35,4,Clothing,289,30.78,6.7,No,No,17.9,4,1,2026,397,8299.43
2023-11-14,1048,Product_3,11,Home,120,465.29,21.3,No,No,24.0,1,11,2023,132,43941.99
2023-01-31,1051,Product_7,9,Electronics,359,41.12,24.2,No,No,31.5,1,1,2023,324,11189.66
2024-02-14,1047,Product_39,13,Home,363,41.22,6.3,No,No,0.8,2,2,2024,444,14020.2
2025-03-31,1092,Product_7,3,Clothing,235,228.34,6.2,No,No,22.7,0,3,2025,338,50332.99
2023-04-14,1042,Product_21,9,Toys,199,126.32,34.3,No,No,29.8,4,4,2023,263,16515.46
2022-03-13,1097,Product_35,12,Grocery,108,481.53,12.5,No,No,9.1,6,3,2022,113,45504.58
2022-03-18,1006,Product_39,4,Toys,74,455.94,25.2,No,No,-1.4,4,3,2022,124,25237.19
2025-07-01,1073,Product_27,11,Clothing,519,205.35,25.1,Yes,Yes,2.0,1,7,2025,302,79825.91
2022-06-17,1059,Product_6,2,Clothing,279,227.12,33.6,Yes,No,-0.9,4,6,2022,231,42075.34
2024-08-11,1024,Product_48,11,Home,41,190.68,29.6,No,No,34.9,6,8,2024,32,5503.79
2023-07-31,1022,Product_57,9,Clothing,183,23.74,33.6,No,Yes,12.0,0,7,2023,106,2884.69
2025-03-12,1071,Product_53,3,Toys,180,149.96,25.0,No,No,18.6,2,3,2025,221,20244.6
2022-04-01,1063,Product_45,1,Electronics,160,65.72,18.0,No,Yes,29.6,4,4,2022,97,8622.46
2025-09-08,1061,Product_24,11,Home,283,55.67,15.7,No,No,11.7,0,9,2025,281,13281.14
2024-11-13,1005,Product_52,4,Toys,89,282.63,15.2,No,No,24.2,2,11,2024,157,21330.65
2023-11-05,1059,Product_29,7,Grocery,244,53.89,16.7,No,No,-1.5,6,11,2023,152,10953.25
2022-11-07,1098,Product_9,1,Grocery,100,55.95,5.2,No,No,16.6,0,11,2022,63,5304.06
2026-01-05,1001,Product_51,14,Clothing,266,242.85,17.0,Yes,No,-0.7,0,1,2026,256,53616.42
2023-03-30,1046,Product_19,8,Home,112,223.93,15.6,Yes,No,6.2,3,3,2023,102,21167.66
2024-01-06,1049,Product_56,14,Toys,176,73.13,1.4,No,No,8.2,5,1,2024,318,12690.69
2023-08-15,1089,Product_22,3,Home,467,7.2,11.0,Yes,No,27.3,1,8,2023,469,2992.54
2022-12-12,1028,Product_52,3,Home,440,100.52,30.1,No,No,25.3,0,12,2022,456,30915.93
2023-09-17,1047,Product_32,9,Clothing,310,121.77,23.1,No,No,28.6,6,9,2023,336,29028.75
2022-08-16,1071,Product_28,9,Home,463,401.12,32.2,Yes,No,-2.2,1,8,2022,405,125917.18
2022-01-03,1006,Product_18,12,Grocery,621,458.14,21.7,Yes,No,39.7,0,1,2022,461,222767.37
2023-03-11,1080,Product_50,13,Clothing,306,205.94,34.2,No,No,-2.6,5,3,2023,344,41465.61
2022-06-18,1082,Product_4,12,Electronics,154,205.49,31.8,No,No,32.2,5,6,2022,135,21582.2
2023-09-15,1071,Product_28,2,Electronics,292,357.68,3.9,No,Yes,28.3,4,9,2023,255,100369.3
2025-07-18,1064,Product_22,5,Toys,414,315.33,39.1,Yes,No,21.6,4,7,2025,429,79502.89
2022-09-01,1074,Product_33,13,Toys,301,96.15,0.6,No,Yes,14.7,3,9,2022,337,28767.5
2022-01-02,1078,Product_16,8,Clothing,208,58.31,23.9,No,No,29.1,6,1,2022,187,9229.77
2022-06-16,1090,Product_40,13,Electronics,169,221.62,31.7,No,No,28.3,3,6,2022,92,25580.93
2024-02-02,1042,Product_23,8,Electronics,50,284.59,13.3,No,No,1.2,4,2,2024,80,12336.98
2023-02-17,1045,Product_12,1,Electronics,251,73.66,23.9,Yes,No,30.7,4,2,2023,194,14069.87
2024-01-05,1063,Product_12,7,Home,371,150.17,14.5,No,No,-1.5,4,1,2024,404,47634.67
2022-02-13,1019,Product_42,12,Grocery,292,156.44,2.4,No,No,17.5,6,2,2022,280,44584.15
2023-05-15,1085,Product_16,10,Grocery,87,134.34,0.3,No,No,24.0,0,5,2023,39,11652.52
2023-09-08,1077,Product_19,2,Toys,273,233.08,3.8,No,No,32.0,4,9,2023,460,61212.87
2023-10-09,1063,Product_37,3,Toys,183,328.27,3.9,Yes,No,15.8,0,10,2023,208,57730.55
2024-04-06,1030,Product_20,12,Home,276,257.15,24.4,Yes,No,5.7,5,4,2024,201,53655.89
2025-03-16,1034,Product_23,14,Grocery,683,104.72,21.0,Yes,No,17.1,6,3,2025,411,56503.77
2023-12-02,1043,Product_15,11,Clothing,172,55.95,18.2,No,No,6.3,5,12,2023,194,7871.94
2025-06-15,1066,Product_21,2,Grocery,679,411.83,27.7,Yes,Yes,18.8,6,6,2025,312,202174.35
